Name,Link 1,Link 1.1,Country,Year,Director,Subtitles,Runtime,Genres,Imdb id,Vote avg,Overview,Spoken languages,Vote count,Release date,Tagline,Collection,Title,Original title
A Fantastic Woman,Streaming link,,Chile,2 017,Sebastián Lelio,yes,1h 44m,Drama,IMDB,7.1,"Marina's life is thrown into turmoil following the death of her partner. Mourning the loss of the man she loved, she finds herself under intense scrutiny from those with no regard for her privacy.",Spanish,478,2017-04-06,My name is Marina Vidal. Do you have any problem with that?,,A Fantastic Woman,Una mujer fantástica
The Class,Streaming link,,France,2 008,Laurent Cantet,yes,,,,,,,,,,,,
There Once Was a Singing Blackbird,Streaming link,,Georgia,1 970,Otar Iosseliani,yes,1h 17m,Comedy | Drama | Music,IMDB,6.3,"Gia is a carefree young percussionist who works at a theater in Tbilisi, capital of Georgia. He lives in a small apartment with his mother. Gia spends his days flitting from friend to friend, lover to lover, avoiding any responsibility, and never staying still for five minutes. However, he always manages to arrive at the theater just in time to play the drums at the end of the ballet.",Georgian | Russian,15,1970-12-06,,,There Once Was a Singing Blackbird,იყო შაშვი მგალობელი
Blue Is the Warmest Color,Streaming link,,France,2 013,Abdellatif Kechiche,yes,3h 0m,Drama | Romance,IMDB,7.1,"Adèle's life is changed when she meets Emma, a young woman with blue hair, who will allow her to discover desire, to assert herself as a woman and as an adult. In front of others, Adele grows, seeks herself, loses herself, finds herself.",English | French,3220,2013-10-09,,,Blue Is the Warmest Color,La Vie d'Adèle - Chapitres 1 et 2
Nowhere in Africa,Streaming link,,Germany,2 001,Caroline Link,yes,2h 20m,Drama,IMDB,7.2,"A Jewish woman named Jettel Redlich flees Nazi Germany with her daughter Regina, to join her husband, Walter, on a farm in Kenya. At first, Jettel refuses to adjust to her new circumstances, bringing with her a set of china dishes and an evening gown. While Regina adapts readily to this new world, forming a strong bond with her father's cook, an African named Owuor.",English | German | Swahili,88,2001-12-11,One family's tale of a homeland lost... and a homeland found.,,Nowhere in Africa,Nirgendwo in Afrika
Lessons of Darkness ,Streaming link,,Germany,1 992,Werner Herzog,yes,,,,,,,,,,,,
"Paris, Texas",Streaming link,,Germany,1 984,Wim Wenders,yes,2h 26m,Drama,IMDB,8.1,"A man wanders out of the desert not knowing who he is. His brother finds him, and helps to pull his memory back of the life he led before he walked out on his family and disappeared four years earlier.",English | Spanish,962,1984-05-19,A place for dreams. A place for heartbreak. A place to pick up the pieces.,,"Paris, Texas","Paris, Texas"
The State of Things,Streaming link,,Germany,1 982,Wim Wenders,yes,2h 5m,Drama,IMDB,6.5,"On location in Portugal, a film crew runs out of film while making their own version of Roger Corman's The Day the World Ended (1956) . The producer is nowhere to be found and director Munro attempts to find him in hopes of being able to finish the film.",English | French | Italian,33,1982-03-22,They didn't want to kill him. They just wanted a story.,,The State of Things,Der Stand der Dinge
Marianne and Juliane,Streaming link,,Germany,1 981,Margarethe von Trotta,yes,1h 46m,Drama,IMDB,7.1,"Germany, 1968: The priest's daughters Marianna and Juliane both fight for changes in society, like making abortion legal. However their means are totally different: while Juliane's committed as a reporter, her sister joins a terroristic organization. After she's caught by the police and put into isolation jail, Juliane remains as her last connection to the rest of the world. Although she doesn't accept her sister's arguments and her boyfriend Wolfgang doesn't want her to, Juliane keeps on helping her sister. She begins to question the way her sister is treated.",German,23,1981-09-04,,,Marianne and Juliane,Die bleierne Zeit
Berlin Alexanderplatz E1,Streaming link,,Germany,1 980,Rainer Werner Fassbinder,yes,3h 3m,Drama,IMDB,7.0,"An adaptation of Doblin's text to 2015 Berlin to tell the story of 30-year-old refugee Francis, the sole survivor of a boat which crossed the Mediterranean illegally. Without citizenship papers, Francis is drawn into the underbelly of the city.",English | German,12,2020-06-25,,,Berlin Alexanderplatz,Berlin Alexanderplatz
Berlin Alexanderplatz E10,Streaming link,,Germany,1 980,Rainer Werner Fassbinder,yes,,,,,,,,,,,,
Berlin Alexanderplatz E11,Streaming link,,Germany,1 980,Rainer Werner Fassbinder,yes,,,,,,,,,,,,
Berlin Alexanderplatz E12,Streaming link,,Germany,1 980,Rainer Werner Fassbinder,yes,,,,,,,,,,,,
Berlin Alexanderplatz E13,Streaming link,,Germany,1 980,Rainer Werner Fassbinder,yes,,,,,,,,,,,,
Berlin Alexanderplatz E14,Streaming link,,Germany,1 980,Rainer Werner Fassbinder,yes,,,,,,,,,,,,
Berlin Alexanderplatz E2,Streaming link,,Germany,1 980,Rainer Werner Fassbinder,yes,3h 3m,Drama,IMDB,7.0,"An adaptation of Doblin's text to 2015 Berlin to tell the story of 30-year-old refugee Francis, the sole survivor of a boat which crossed the Mediterranean illegally. Without citizenship papers, Francis is drawn into the underbelly of the city.",English | German,12,2020-06-25,,,Berlin Alexanderplatz,Berlin Alexanderplatz
Berlin Alexanderplatz E3,Streaming link,,Germany,1 980,Rainer Werner Fassbinder,yes,3h 3m,Drama,IMDB,7.0,"An adaptation of Doblin's text to 2015 Berlin to tell the story of 30-year-old refugee Francis, the sole survivor of a boat which crossed the Mediterranean illegally. Without citizenship papers, Francis is drawn into the underbelly of the city.",English | German,12,2020-06-25,,,Berlin Alexanderplatz,Berlin Alexanderplatz
Berlin Alexanderplatz E4,Streaming link,,Germany,1 980,Rainer Werner Fassbinder,yes,3h 3m,Drama,IMDB,7.0,"An adaptation of Doblin's text to 2015 Berlin to tell the story of 30-year-old refugee Francis, the sole survivor of a boat which crossed the Mediterranean illegally. Without citizenship papers, Francis is drawn into the underbelly of the city.",English | German,12,2020-06-25,,,Berlin Alexanderplatz,Berlin Alexanderplatz
Berlin Alexanderplatz E5,Streaming link,,Germany,1 980,Rainer Werner Fassbinder,yes,3h 3m,Drama,IMDB,7.0,"An adaptation of Doblin's text to 2015 Berlin to tell the story of 30-year-old refugee Francis, the sole survivor of a boat which crossed the Mediterranean illegally. Without citizenship papers, Francis is drawn into the underbelly of the city.",English | German,12,2020-06-25,,,Berlin Alexanderplatz,Berlin Alexanderplatz
Berlin Alexanderplatz E6,Streaming link,,Germany,1 980,Rainer Werner Fassbinder,yes,3h 3m,Drama,IMDB,7.0,"An adaptation of Doblin's text to 2015 Berlin to tell the story of 30-year-old refugee Francis, the sole survivor of a boat which crossed the Mediterranean illegally. Without citizenship papers, Francis is drawn into the underbelly of the city.",English | German,12,2020-06-25,,,Berlin Alexanderplatz,Berlin Alexanderplatz
Berlin Alexanderplatz E7,Streaming link,,Germany,1 980,Rainer Werner Fassbinder,yes,3h 3m,Drama,IMDB,7.0,"An adaptation of Doblin's text to 2015 Berlin to tell the story of 30-year-old refugee Francis, the sole survivor of a boat which crossed the Mediterranean illegally. Without citizenship papers, Francis is drawn into the underbelly of the city.",English | German,12,2020-06-25,,,Berlin Alexanderplatz,Berlin Alexanderplatz
Berlin Alexanderplatz E8,Streaming link,,Germany,1 980,Rainer Werner Fassbinder,yes,3h 3m,Drama,IMDB,7.0,"An adaptation of Doblin's text to 2015 Berlin to tell the story of 30-year-old refugee Francis, the sole survivor of a boat which crossed the Mediterranean illegally. Without citizenship papers, Francis is drawn into the underbelly of the city.",English | German,12,2020-06-25,,,Berlin Alexanderplatz,Berlin Alexanderplatz
Berlin Alexanderplatz E9,Streaming link,,Germany,1 980,Rainer Werner Fassbinder,yes,3h 3m,Drama,IMDB,7.0,"An adaptation of Doblin's text to 2015 Berlin to tell the story of 30-year-old refugee Francis, the sole survivor of a boat which crossed the Mediterranean illegally. Without citizenship papers, Francis is drawn into the underbelly of the city.",English | German,12,2020-06-25,,,Berlin Alexanderplatz,Berlin Alexanderplatz
The Marriage of Maria Braun,Streaming link,,Germany,1 979,Rainer Werner Fassbinder,yes,2h 0m,Drama,IMDB,7.5,"Maria marries a young soldier in the last days of World War II, only for him to go missing in the war. She must rely on her beauty and ambition to navigate the difficult post-war years alone.",English | French | German,133,1979-03-23,A German woman named Maria struggles to live through World War II.,,The Marriage of Maria Braun,Die Ehe der Maria Braun
The Tin Drum,Streaming link,,Germany,1 979,Volker Schlöndorff,yes,2h 42m,Drama | History | War,IMDB,7.0,"Oskar is born in Germany in 1924 with an advanced intellect. Repulsed by the hypocrisy of adults and the irresponsibility of society, he refuses to grow older after his third birthday.",German | Hebrew | Italian | Polish | Russian,233,1979-05-02,"A savage, sweeping epic of society in chaos.",,The Tin Drum,Die Blechtrommel
The American Friend,Streaming link,,Germany,1 977,Wim Wenders,yes,2h 5m,Drama | Thriller,IMDB,7.1,"Tom Ripley, who deals in forged art, suggests a picture framer he knows would make a good hit man.",English | French | German,189,1977-06-26,,,The American Friend,Der amerikanische Freund
Heart of Glass,Streaming link,,Germany,1 976,Werner Herzog,yes,1h 14m,Documentary,IMDB,0.0,The film shows how passion can save lives and push the human experience beyond limits around the work of glass artist Jeremy Wintrebert.,English,,2016-12-14,,,Heart of Glass,Heart of Glass
Kings of the Road,Streaming link,,Germany,1 976,Wim Wenders,yes,1h 36m,Documentary,IMDB,0.0,A history of the WHL's Portland Buckaroos hockey team.,,,2000-01-01,,,Kings of the Road: The Story of the Portland Buckaroos,Kings of the Road: The Story of the Portland Buckaroos
Wrong Move,Streaming link,,Germany,1 975,Wim Wenders,yes,1h 43m,Drama,IMDB,6.9,"Six days in the life of Wilhelm: a detached man without qualities. He wants to write, so his mother gives him a ticket to Bonn, telling him to live. On the train he meets an older man, an athlete in the 1936 Olympics, and his mute teen companion, Mignon. She's an acrobat in market squares for spare change.",German,29,1975-03-14,,,Wrong Move,Falsche Bewegung
Ali Fear Eats the Soul,Streaming link,,Germany,1 974,Rainer Werner Fassbinder,yes,,,,,,,,,,,,
Alice in the Cities,Streaming link,,Germany,1 974,Wim Wenders,yes,1h 50m,Adventure | Drama,IMDB,7.5,"German journalist Philip Winter has a case of writer’s block when trying to write an article about the United States. He decides to return to Germany, and while trying to book a flight, encounters a German woman and her nine year old daughter Alice doing the same. The three become friends (almost out of necessity) and while the mother asks Winter to mind Alice temporarily, it quickly becomes apparent that Alice will be his responsibility for longer than he expected. After returning to Europe, the innocent friendship between Winter and Alice grows as they travel together through various European cities on a quest for Alice’s grandmother.",Dutch | English | German,141,1974-05-17,,,Alice in the Cities,Alice in den Städten
The Enigma of Kaspar Hauser,Streaming link,,Germany,1 974,Werner Herzog,yes,1h 49m,Drama | History,IMDB,7.4,"The film follows Kaspar Hauser (Bruno S.), who lived the first seventeen years of his life chained in a tiny cellar with only a toy horse to occupy his time, devoid of all human contact except for a man who wears a black overcoat and top hat who feeds him.",German,179,1974-11-01,,,The Enigma of Kaspar Hauser,Jeder für sich und Gott gegen alle
Aguirre The Wrath Of God,Streaming link,,Germany,1 972,Werner Herzog,yes,,,,,,,,,,,,
The Bitter Tears of Petra von Kant,Streaming link,,Germany,1 972,Rainer Werner Fassbinder,yes,2h 5m,Drama,IMDB,7.3,"Petra von Kant is a successful fashion designer -- arrogant, caustic, and self-satisfied. She mistreats Marlene (her secretary, maid, and co-designer). Enter Karin, a 23-year-old beauty who wants to be a model. Petra falls in love with Karin and invites her to move in.",German,111,1972-10-05,Sex is the ultimate weapon.,,The Bitter Tears of Petra von Kant,Die bitteren Tränen der Petra von Kant
Land of Silence and Darkness,Streaming link,,Germany,1 971,Werner Herzog,yes,1h 25m,Documentary,IMDB,7.4,"Through examining Fini Straubinger, an old woman who has been deaf and blind since her teens, and her work on behalf of other deaf-blind people, this film shows how the deaf-blind struggle to understand and accept a world from which they are almost wholly isolated.",German,34,1971-10-08,,,Land of Silence and Darkness,Land des Schweigens und der Dunkelheit
A Coffee in Berlin,Streaming link,,Germany,2 012,Jan Ole Gerster,yes,1h 28m,Comedy | Drama,IMDB,7.1,A fateful day pushes an aimless college dropout (Tom Schilling) to stop wasting his time and finally engage with life.,English | German,219,2012-07-03,No job. No girl. No coffee.,,A Coffee in Berlin,Oh Boy
The Lives Of Others,Streaming link,,Germany,2 006,Florian Henckel von Donnersmarck,yes,,,,,,,,,,,,
Dogtooth,Streaming link,,Greece,2 009,Yorgos Lanthimos,yes,1h 38m,Drama,IMDB,7.2,"Three teenagers are confined to an isolated country estate that could very well be on another planet. The trio spend their days listening to endless homemade tapes that teach them a whole new vocabulary. Any word that comes from beyond their family abode is instantly assigned a new meaning. Hence 'the sea' refers to a large armchair and 'zombies' are little yellow flowers. Having invented a brother whom they claim to have ostracized for his disobedience, the uber-controlling parents terrorize their offspring into submission.",Greek,1244,2009-06-01,The cat is the most feared animal there is!,,Dogtooth,Κυνόδοντας
